"Mid","MGenre","MName","PYear","Did","Views","Rid"
7779,"Comedies","Isoken",2017,"4647",16772255,5831
1913,"Dramas","Karthik Calling Karthik",2010,"5660",12186525,2070
9373,"Action & Adventure","Lakshya",2004,"7922",13562850,9494
9035,"Dramas","Luck by Chance",2009,"9508",9470766,2721
9374,"Comedies","Potato Potahto",2017,"7864",10063590,7777
6602,"Dramas","Rock On!!",2008,"9085",2408128,6057
9609,"Children & Family Movies","Scooby-Doo on Zombie Island",1998,"5031",16897965,5147
2339,"Dramas","Talaash",2012,"8612",12780160,6805
3868,"Children & Family Movies","Tom and Jerry: The Magic Ring",2001,"1942",5681901,9481
7478,"Comedies","Zindagi Na Milegi Dobara",2011,"9508",14199248,2866
9631,"Children & Family Movies","F.R.E.D.I.",2018,"9284",8905467,2527
9988,"International Movies","Kita Kita",2017,"6821",12185288,6871
9989,"Documentaries","Once in a Lifetime Sessions with Kasabian",2018,"9669",4538099,7091
8459,"Documentaries","Once in a Lifetime Sessions with Snow Patrol",2018,"9669",16893916,4695
2315,"Comedies","The Bad Education Movie",2015,"4307",18267226,8015
1920,"Dramas","Vanjagar Ulagam",2018,"2005",5217781,8691
2540,"Horror Movies","1920",2008,"1574",13545392,9709
4904,"Thrillers","Blackway",2015,"8987",4740715,2100
1642,"Comedies","Brave New Jersey",2016,"7049",8040662,3838
7405,"Documentaries","Breaking Free",2015,"2921",8937611,7016
9280,"Dramas","Christmas Inheritance",2017,"9041",18447710,5099
6264,"Dramas","Dark Chocolate (Bengali Version)",2016,"1046",1975790,6129
2553,"Documentaries","Discovering Bigfoot",2017,"4222",15089542,9473
9532,"Documentaries","Freeway: Crack in the System",2015,"3232",6026456,9942
3616,"Dramas","Gelo",2016,"2477",14785710,4320
8716,"Action & Adventure","Kabali (Hindi Version)",2016,"9593",7033946,8544
5520,"Dramas","Mantostaan",2017,"3737",5756404,8398
8768,"Dramas","Mantra",2017,"2203",12978310,6207
3439,"Comedies","Muramba",2017,"4540",11378489,9925
8231,"Comedies","Pottersville",2017,"5036",4636875,9535
8468,"Horror Movies","Rise of the Zombie",2013,"6961",4805317,8209
4831,"Comedies","Seoul Searching",2015,"3898",15429348,6420
4963,"Comedies","Sexo, Pudor y Lagrimas",1999,"9891",17593231,4782
2678,"Action & Adventure","Under an Arctic Sky",2017,"8957",11851690,6633
5392,"Comedies","3 Türken & ein Baby",2015,"9203",18930508,3388
5185,"Documentaries","Eddie - Strongman",2015,"1377",7807004,5805
9466,"Dramas","Sand Storm",2016,"5786",17549332,9280
8314,"Comedies","Zoom",2015,"9880",15577194,4423
4474,"Dramas","The Monster of Mangatiti",2015,"5060",6626864,2807
4771,"Dramas","ROMA",2018,"7505",18480836,7403
2753,"Action & Adventure","Samson",2018,"9922",13078226,4059
2792,"Documentaries","At All Costs",2016,"9763",11581699,8276
7347,"Action & Adventure","6 Underground",2019,"8386",19916404,3861
6373,"Comedies","A Trip to Jamaica",2016,"3563",14001733,9974
3052,"Comedies","My Wife and I",2017,"6865",2649011,2105
5762,"Dramas","Seven and a half dates",2018,"5908",6611455,4328
9171,"Horror Movies","Silent Hill: Revelation",2012,"1715",8344603,2217
9932,"International Movies","The 9th Precinct",2019,"6360",7267656,7132
9595,"International Movies","Zero Hour",2018,"3563",7601540,3828
2153,"Stand-Up Comedy","Jack Whitehall: Christmas with My Father",2019,"8685",5651855,5488
3941,"Stand-Up Comedy","Judd Apatow: The Return",2017,"9311",10615995,9389
7095,"Comedies","The Trip to Spain",2016,"4893",18061591,3647
5916,"Dramas","The Unknown Girl",2016,"1852",8493419,9285
8881,"Dramas","Viceroy's House",2017,"4673",15033442,7456
8978,"Stand-Up Comedy","Ricardo O'Farrill: Abrazo navideño",2016,"5041",6152743,4453
5295,"Children & Family Movies","Get Santa",2014,"3047",19290858,7120
6017,"Children & Family Movies","The Short Game",2013,"2030",4675707,6605
8566,"Dramas","The Sky Is Pink",2019,"9840",12501669,6200
8061,"Action & Adventure","Standoff",2015,"4378",9541900,8724
5352,"Stand-Up Comedy","Vir Das: Losing It",2018,"9311",10343475,7602
6783,"Horror Movies","Red Christmas",2016,"4894",3925829,5464
7235,"Horror Movies","The Hatred",2017,"7086",8794702,5928
4663,"Documentaries","Asperger's Are Us",2016,"5924",14435555,5604
9245,"Action & Adventure","The Ridiculous 6",2015,"8431",1548230,4116
9715,"Comedies","Good and Prosperous",2017,"8243",11887902,8328
9670,"Stand-Up Comedy","Michelle Wolf: Joke Show",2019,"3067",4353576,6434
8957,"Horror Movies","Gehenna: Where Death Lives",2016,"5933",4970735,7713
5539,"Thrillers","Goldstone",2016,"8803",6835324,2256
9818,"Documentaries","Susanne Bartsch: On Top",2017,"4627",13748425,9299
7546,"Children & Family Movies","A Cinderella Story: Christmas Wish",2019,"4628",10749552,6307
6363,"Comedies","A Night at the Roxbury",1998,"4446",6944921,3132
4708,"Action & Adventure","Austin Powers in Goldmember",2002,"1395",11550462,6481
7778,"Comedies","Austin Powers: International Man of Mystery",1997,"1395",17605954,8922
1786,"Action & Adventure","Austin Powers: The Spy Who Shagged Me",1999,"1395",11099636,5095
8131,"Comedies","Baby Dolls",2019,"3136",5041120,4296
8750,"Dramas","Cut Bank",2014,"6591",8065496,3115
5432,"Dramas","Dead Kids",2019,"5078",18022831,9649
7924,"Comedies","High End Yaariyan",2019,"4197",17947655,4752
2372,"Dramas","Hustle & Flow",2005,"6601",11025744,2734
1985,"Dramas","Jindua",2017,"1318",17600337,3007
7766,"Comedies","Mahi NRI",2017,"2097",2213783,3790
4893,"Stand-Up Comedy","Martin Lawrence Live: Runteldat",2002,"3841",18325670,8171
6037,"Dramas","Primal Fear",1996,"5289",3090763,9156
5800,"Dramas","Qismat",2018,"3030",8438276,8082
5382,"Documentaries","Searching for Sugar Man",2012,"5807",19404308,4332
8448,"Dramas","Sweet Virginia",2017,"7954",11112850,5810
1674,"Children & Family Movies","Tee Shot: Ariya Jutanugarn",2019,"9591",17224887,7233
4691,"Children & Family Movies","The Adventures of Sharkboy and Lavagirl",2005,"3472",2761405,9411
8790,"Dramas","The Departed",2006,"4704",4725098,8252
5282,"Dramas","The Tribes of Palos Verdes",2017,"9276",13395136,3379
7485,"Comedies","Thug Life",2017,"3037",14817763,8040
6069,"Documentaries","Wandering Stars",2019,"9902",10369444,7197
8696,"Dramas","Why Me?",2015,"6924",14993911,9970
6324,"Dramas","A Beautiful Life",2011,"7476",3814925,3969
2264,"International Movies","Accident",2009,"3656",12464868,4559
5034,"Dramas","Battle",2018,"1647",9610303,7095
4490,"Action & Adventure","Blind Detective",2013,"7624",3505322,2809
1798,"Documentaries","Bobby Robson: More Than a Manager",2018,"7095",17886440,2689
9765,"Comedies","Break Up 100",2014,"3809",19729597,5672
6287,"Comedies","Chal Bhaag",2014,"3758",16831562,9257
8904,"Dramas","Crossroads: One Two Jaga",2018,"4991",6309404,4588
8216,"Comedies","Don't Go Breaking My Heart",2011,"7624",18629293,8703
6051,"Comedies","Don't Go Breaking My Heart 2",2014,"7624",6206314,5254
1942,"Action & Adventure","Faraar",2015,"5967",11590617,8636
4091,"Action & Adventure","Helios",2015,"9188",18072801,6081
4085,"Action & Adventure","Hellboy",2004,"6521",1934183,8000
9062,"Action & Adventure","Line Walker",2016,"7123",3602861,9699
5472,"Comedies","Look for a Star",2009,"7476",8051867,5656
4473,"Action & Adventure","Once a Gangster",2010,"2679",10269027,9454
9746,"Dramas","Power Paandi",2017,"8164",18485633,4294
2492,"Comedies","SDU: Sex Duties Unit",2013,"9121",15890419,9615
5623,"Dramas","Set Off",2008,"5261",4506872,9307
8291,"Dramas","Seven Pounds",2008,"3208",11449435,5366
7251,"Children & Family Movies","The Little Mermaid",2018,"4608",12504144,3816
3683,"Movies","A StoryBots Christmas",2017,"3699",12767511,6766
7379,"Dramas","Bhouri",2017,"4670",15659662,4470
3037,"Dramas","Eh Janam Tumhare Lekhe",2015,"7189",13676075,4907
8854,"Documentaries","Forbidden Games: The Justin Fashanu Story",2017,"9670",6362614,6991
4329,"Horror Movies","Hisss",2010,"3687",18010944,8158
7423,"Children & Family Movies","Monster Island",2017,"8080",2990506,4712
8496,"Dramas","My Happy Family",2017,"3835",15044472,3827
9569,"Dramas","Playing for Time",1980,"1960",10153635,9524
2187,"Dramas","Prague",2013,"9001",2760861,6870
7334,"Comedies","Sardaar ji",2015,"8381",9178579,5276
3486,"Action & Adventure","Tezz",2012,"2560",6374971,6412
4399,"International Movies","The Worthy",2016,"5450",3151541,7401
7209,"Documentaries","Voyeur",2017,"8160",10671084,5227
4800,"Dramas","1000 Rupee Note",2014,"4524",7996938,9783
4560,"Dramas","Across Grace Alley",2013,"3955",2035056,8374
5977,"Comedies","Asu Mare 2",2015,"2002",4715055,4394
5928,"Dramas","Interrogation",2015,"7522",16631778,7653
3202,"Dramas","Natural Selection",2015,"6855",7015649,9269
8868,"Comedies","Rainbow Time",2016,"2492",15398051,9467
3376,"Stand-Up Comedy","Richard Pryor: Live in Concert",1979,"3360",3357052,6860
3477,"Dramas","The Violin Player",2016,"9092",12296929,7411
7650,"Anime Features","Yo-Kai Watch: The Movie",2016,"1242",1301363,4009
1764,"Children & Family Movies","My Little Pony Equestria Girls: Friendship Games",2015,"8130",994459,6919
7497,"Children & Family Movies","Kung Fu Panda: Holiday",2010,"1860",2645845,9625
4175,"Stand-Up Comedy","Colin Quinn: Red State Blue State",2019,"1440",12600460,4652
7047,"Dramas","Jaoon Kahan Bata Ae Dil",2018,"4490",13301595,7007
8072,"Children & Family Movies","Rocko's Modern Life: Static Cling",2019,"1787",9335219,4872
2410,"Documentaries","Westside vs. the World",2019,"2422",7784299,9092
3816,"Dramas","Perdida",2018,"5818",13178733,3452
3339,"Action & Adventure","Black Site Delta",2017,"5086",9642687,5715
7585,"Children & Family Movies","Judy Moody and the Not Bummer Summer",2011,"8631",10191066,4117
4746,"Horror Movies","St. Agatha",2018,"1853",5843373,5183
7690,"Stand-Up Comedy","Denis Leary: No Cure For Cancer",1992,"4305",16463472,5634
2268,"International Movies","Badla",2019,"9104",6777470,4885
2870,"Documentaries","The Pursuit",2019,"6039",4552358,3240
2882,"Stand-Up Comedy","Theo Von: No Offense",2016,"2997",18937232,8736
7529,"Action & Adventure","Baahubali 2: The Conclusion (Hindi Version)",2017,"2761",7707717,2076
6597,"Action & Adventure","Baahubali 2: The Conclusion (Malayalam Version)",2017,"2761",15301722,7756
2941,"Action & Adventure","Baahubali 2: The Conclusion (Tamil Version)",2017,"2761",2607195,9160
8588,"Action & Adventure","Baahubali: The Beginning (Hindi Version)",2015,"2761",1361444,9581
2824,"Action & Adventure","Baahubali: The Beginning (Malayalam Version)",2015,"2761",15685119,9813
3621,"Action & Adventure","Baahubali: The Beginning (Tamil Version)",2015,"2761",5530436,2274
5279,"Comedies","Mission: Destroy Love",2014,"2814",19528247,8533
2916,"Horror Movies","The Black Room",2016,"2046",10240152,2854
9557,"Comedies","Crazy Beautiful You",2015,"4735",7355348,7240
5362,"Stand-Up Comedy","I'm Brent Morin",2015,"3067",9580682,9604
2093,"Stand-Up Comedy","Jim Jefferies : BARE",2014,"8924",1807706,5086
8021,"Comedies","Professor Mack",2018,"3127",4817020,5219
7477,"Stand-Up Comedy","Sebastian Maniscalco: Why Would You Do That",2016,"8514",19370209,3604
8347,"Children & Family Movies","LEGO Marvel Super Heroes: Avengers Reassembled!",2015,"3482",16393581,3979
4096,"Action & Adventure","Detention Letter",2017,"7473",7685457,3708
8839,"Documentaries","Enter the Anime",2019,"1643",12814882,2188
7986,"Dramas","No One Will Ever Know",2017,"3696",13508511,2113
4729,"Action & Adventure","Enter the Warriors Gate",2016,"1588",16925835,4864
5243,"Action & Adventure","Lady Bloodfight",2016,"1959",845415,5697
1987,"Action & Adventure","Operation Mekong",2016,"4690",15697418,8018
9996,"Action & Adventure","Sky on Fire",2016,"4459",5569526,2311
3624,"Stand-Up Comedy","David Cross: Making America Great Again!",2016,"7479",19366773,7438
3053,"Children & Family Movies","The Little Prince",2016,"2238",12928561,4030
4374,"Children & Family Movies","Yellowbird",2014,"7152",2703827,5993
1503,"Comedies","2 States",2014,"4691",4864896,4025
2899,"Action & Adventure","Baaghi",2016,"4228",13802627,3872
1617,"Comedies","Brij Mohan Amar Rahe",2018,"9018",11392360,2933
9923,"Anime Features","Flavors of Youth: International Version",2018,"7310",11145537,7268
7444,"Stand-Up Comedy","Alan Saldaña: Mi vida de pobre",2017,"5041",7337310,7956
5173,"Documentaries","Icarus",2017,"8545",11852620,3172
9551,"Independent Movies","Message from the King",2017,"3648",14439051,9631
8048,"Action & Adventure","Chennai Express",2013,"7538",6980948,9016
4246,"Action & Adventure","Justice, My Foot!",1992,"7624",7450527,4903
3103,"Comedies","Prince Charming",1984,"2419",9248981,3547
5068,"Comedies","The Laws of Thermodynamics",2018,"8393",3256043,5468
4471,"Dramas","The Eichmann Show",2015,"3875",13095138,2885
4382,"Comedies","Back to School",2019,"3033",19716673,6512
7087,"Comedies","Feo pero sabroso",2018,"6148",18408507,7220
4200,"Children & Family Movies","Mi amigo Alexis",2019,"5686",13963571,3138
9939,"International Movies","Unbridled",2018,"8978",17649178,3643
8020,"Children & Family Movies","Misfit",2017,"3027",7259208,9361
7408,"Comedies","Like Father",2018,"3794",18473487,5324
7741,"International Movies","The Invisible Guardian",2017,"3972",6078763,4975
5728,"Action & Adventure","Expo",2019,"2150",3076965,7899
1560,"Comedies","Falling Inn Love",2019,"1226",16927143,9506
3746,"Dramas","Kardec",2019,"9026",18885306,4592
7527,"Dramas","Starred Up",2013,"4849",2758658,6551
7265,"Documentaries","Inequality for All",2013,"4629",10792971,3693
2029,"Comedies","Bring It On: Worldwide Showdown",2017,"4836",6165451,7019
8616,"Stand-Up Comedy","Ryan Hamilton: Happy Face",2017,"9311",17931006,9935
3115,"Documentaries","Travis Scott: Look Mom I Can Fly",2019,"1438",18469548,4410
9189,"Horror Movies","Conjuring Spirit",2014,"6563",12847202,4307
6897,"Action & Adventure","Naam Shabana",2017,"5166",11388078,5106
6507,"Comedies","Qarib Qarib Singlle",2017,"9354",16044342,2758
3064,"Action & Adventure","Spyder",2017,"9753",3903745,9822
9897,"Dramas","3 Generations",2015,"4553",15299763,3313
6838,"Dramas","Menorca",2016,"7531",16112701,9796
5872,"Stand-Up Comedy","Dave Chappelle: Sticks & Stones",2019,"9819",7996838,7466
4213,"Dramas","May We Chat",2014,"2541",19426877,3625
4043,"Independent Movies","Buster's Mal Heart",2016,"7787",13819526,3471
9509,"International Movies","Madre",2016,"2103",4139627,5600
9107,"Dramas","Blue Is the Warmest Color",2013,"5830",3233552,5725
4132,"Stand-Up Comedy","Jeff Foxworthy and Larry the Cable Guy: We’ve Been Thinking...",2016,"7887",19069388,9504
3187,"Dramas","XOXO",2016,"1427",14532533,2063
7348,"Dramas","One Last Thing",2018,"6424",7340358,5365
6003,"Documentaries","Hank: Five Years from the Brink",2013,"8306",18310004,4047
1818,"Dramas","Head On",1998,"5250",18378486,2178
5679,"Action & Adventure","InuYasha the Movie: Affections Touching Across Time",2001,"8065",11596487,2740
8144,"Stand-Up Comedy","Maria Bamford: The Special Special Special",2012,"9491",9633259,8836
6608,"Dramas","Nymphomaniac: Volume II",2013,"7826",2131318,6994
5586,"International Movies","Berlin Syndrome",2017,"9762",18480490,8340
5407,"Horror Movies","Death Note",2017,"5441",2959396,3600
2385,"Dramas","Pekak",2016,"8729",14138708,7194
5658,"Dramas","Abzurdah",2015,"5000",6739025,7275
9131,"Comedies","Drink Drank Drunk",2016,"1202",9621425,2784
1817,"Thrillers","Fanatic",2019,"8140",11862777,8066
9113,"Stand-Up Comedy","Bert Kreischer: Secret Time",2018,"1517",16587071,9542
2921,"Comedies","One Last Shot",1998,"8240",15696489,8651
9604,"Comedies","The After Party",2018,"9214",11690306,5055
7233,"Comedies","Kaake Da Viyah",2019,"4886",19187074,6783
2907,"Comedies","Marriage Palace",2018,"4186",10566137,8962
7717,"International Movies","Mayday Life",2019,"3473",6512354,5199
2473,"Dramas","Saavat",2019,"4182",16270820,8825
7232,"Dramas","The Congress",2013,"2706",6928717,2753
7151,"International Movies","Elephants Dream 4 Hour",2006,"8172",15576728,4840
2415,"Horror Movies","The Lodgers",2017,"6248",2163862,6250
7324,"Documentaries","Feel Rich",2017,"3768",14953837,4475
8189,"Stand-Up Comedy","Lynne Koplitz: Hormonal Beast",2017,"9311",18835702,8883
9927,"Comedies","Sadie's Last Days on Earth",2016,"8511",17189406,7088
8449,"Horror Movies","Game Over (Hindi Version)",2019,"4110",9830529,2888
4327,"Horror Movies","Game Over (Tamil Version)",2019,"4110",1076543,8136
8797,"Horror Movies","Game Over (Telugu Version)",2019,"4110",19302487,9757
5358,"International Movies","The Girl Allergic to Wi-Fi",2018,"5498",5479297,9859
7605,"Comedies","Bareilly Ki Barfi",2017,"2996",15896182,5980
1807,"Action & Adventure","Mersal",2017,"1660",14961423,3273
2595,"Dramas","Mom",2017,"8618",11749839,2698
8587,"Dramas","Pad Man",2018,"6315",1434924,2640
3221,"Comedies","Toilet: Ek Prem Katha",2017,"4718",12963270,2191
5726,"Documentaries","Bad Rap",2016,"2186",5488723,4673
3113,"Comedies","KL Zombi",2013,"4252",14441778,8662
5849,"Action & Adventure","Rembat",2015,"8183",4290963,2601
3232,"Dramas","Gangs of New York",2002,"4704",6961792,7033
7051,"Stand-Up Comedy","Simon Amstell: Set Free",2019,"7004",16000901,5235
3412,"Comedies","Camera Store",2016,"3335",2573638,2352
7013,"Comedies","Dhanak",2015,"6244",3737240,4705
7237,"Dramas","For Greater Glory",2012,"5428",14532134,6892
5286,"Documentaries","Léa & I",2019,"9399",5657366,7726
9436,"Dramas","Now and Then",1995,"4921",13468060,6707
5458,"Dramas","Uriyadi 2",2019,"2964",2289399,5054
5094,"Dramas","7 Khoon Maaf",2011,"2550",753006,6799
1929,"Children & Family Movies","Chillar Party",2011,"4560",791963,7635
7852,"Dramas","Concussion",2013,"5011",8426586,5298
9156,"Horror Movies","Emelie",2016,"1026",3625488,8327
6485,"Dramas","Fashion",2008,"4904",17179297,3773
5204,"Dramas","Fitoor",2016,"9085",3325983,7838
8240,"Dramas","Fiza",2000,"1881",5407374,7065
7704,"Dramas","Guzaarish",2010,"8602",17898708,5911
5625,"Dramas","Haider",2014,"2550",8563485,4539
6814,"Action & Adventure","Highway",2014,"6353",15443783,6482
2103,"Comedies","I Hate Luv Storys",2010,"9119",6802679,6968
5159,"Comedies","Joker",2012,"6701",16737243,4860
4535,"Comedies","Khosla Ka Ghosla",2006,"8135",14637412,7341
3343,"International Movies","Main aurr Mrs. Khanna",2009,"4551",2114755,4290
4442,"Action & Adventure","Mohenjo Daro",2016,"9761",17061373,8668
2290,"Action & Adventure","On the Wrong Track",1983,"2612",11360032,2833
6935,"Dramas","Raajneeti",2010,"2967",3146566,2931
7896,"Dramas","Rang De Basanti",2006,"4132",15333009,8500
5847,"Action & Adventure","Rowdy Rathore",2012,"3379",16241027,7948
6355,"Dramas","Tamasha",2015,"6353",13575399,8999
2989,"Comedies","Tees Maar Khan",2010,"1432",7007692,9333
2724,"Comedies","Tere Naal Love Ho Gaya",2012,"9797",17698457,6791
1566,"Comedies","Thank You",2011,"5906",6820248,8321
6038,"Children & Family Movies","The Blue Umbrella",2005,"2550",13043519,9522
3480,"Stand-Up Comedy","Lavell Crawford: Can a Brother Get Some Love?",2011,"1512",12859215,6361
4902,"Comedies","Attitude Test",2016,"4573",2695046,4258
5478,"Comedies","Barrio Universitario",2013,"7433",15424436,4037
4803,"Comedies","Héroes",2015,"7433",10790331,6386
3551,"International Movies","Hide and Seek",2016,"6371",4864249,4277
9002,"Action & Adventure","Railroad Tigers",2016,"3555",7451236,6319
9317,"Documentaries","I'll Sleep When I'm Dead",2016,"4993",10388901,4532
3209,"Documentaries","Alejandro Sanz: What I Was Is What I Am",2018,"7755",16226787,3522
2785,"Children & Family Movies","Peter Rabbit",2018,"5039",13068706,9227
8367,"Documentaries","Undefeated",2011,"8779",19210224,6410
5338,"Action & Adventure","What Happened to Monday",2017,"8888",3419729,3182
4511,"Dramas","Same Kind of Different as Me",2017,"2442",17268449,5505
8306,"Comedies","The Motive",2017,"6733",10428404,5241
6471,"Comedies","To All the Boys I’ve Loved Before",2018,"9140",11674654,4531
8629,"Stand-Up Comedy","Yoo Byung Jae: Discomfort Zone",2018,"9590",993939,8079
8828,"Children & Family Movies","Cop and a Half: New Recruit",2017,"5631",6911156,5297
3008,"Comedies","For Love or Money",2019,"1794",16276946,5315
6517,"Sci-Fi & Fantasy","Selfless",2015,"9242",14413982,7606
8885,"Comedies","Sextuplets",2019,"9360",7739005,5107
2022,"Comedies","The Little Switzerland",2019,"8778",7582231,8958
2154,"Dramas","Bhavesh Joshi Superhero",2018,"6826",9549405,2018
5474,"Action & Adventure","Casino Tycoon 2",1992,"2419",16023258,2906
5427,"Action & Adventure","Disciples Of The 36th Chamber",1985,"9207",4765659,7619
9167,"Action & Adventure","Legendary Weapons of China",1982,"9207",5338923,2479
8560,"Action & Adventure","Lifeline",1997,"7624",15065646,9500
2226,"Action & Adventure","Look Out, Officer",1990,"6356",15127425,9297
8864,"Action & Adventure","Love on Delivery",1994,"6476",19191639,6946
2945,"Dramas","Loving You",1995,"7624",11196757,9918
9912,"Comedies","Mahjong Heroes",1981,"1252",14393863,5756
2648,"Action & Adventure","Martial Arts of Shaolin",1986,"9207",18493769,6298
3031,"Comedies","Mr. Virgin",1984,"3756",14708163,5680
7809,"Action & Adventure","My Schoolmate, the Barbarian",2001,"7967",12694672,9541
5996,"Comedies","Oh My Ghost 3",2012,"9259",4175912,5104
6323,"Action & Adventure","Opium and the Kung Fu Master",1984,"8335",13290257,2015
7743,"Dramas","Painted Faces",1988,"7934",7144623,3071
2365,"Action & Adventure","Return To The 36th Chamber",1980,"9207",16476867,6399
4478,"Dramas","Shark Busters",2002,"9681",17652219,6502
4009,"Action & Adventure","Sword Masters: Two Champions of Shaolin",1980,"7408",3370022,4114
7002,"Action & Adventure","The Bare-Footed Kid",1993,"7624",12507115,8110
4055,"Comedies","The Mad Monk",1993,"9265",1800490,2327
5851,"Action & Adventure","The Young Vagabond",1985,"6356",15611699,3193
2510,"Comedies","Wish I Was Here",2014,"2365",4281469,6005
4843,"Children & Family Movies","Chhota Bheem Kungfu Dhamaka",2019,"3728",10210069,7927
7137,"Stand-Up Comedy","Whindersson Nunes: Adult",2019,"6464",15730439,9236
7884,"Comedies","Adventures in Public School",2018,"1874",11755160,6029
4721,"Dramas","Bioscope",2015,"6630",9042986,6556
5013,"Comedies","For Here or to Go?",2015,"5855",7478707,6665
2361,"Dramas","Hostiles",2017,"2827",1523439,5594
2431,"Comedies","Hurricane Bianca: From Russia With Hate",2018,"4092",4847167,3958
4565,"Comedies","What's Your Raashee?",2009,"9761",4172720,5372
4898,"Stand-Up Comedy","Brad Paisley's Comedy Rodeo",2017,"7704",8312019,4573
3671,"Stand-Up Comedy","Colin Quinn: Unconstitutional",2015,"7704",10737616,6782
2807,"Comedies","Goon",2011,"8530",12481783,6054
4316,"Comedies","My Ex-Ex",2015,"4790",7915202,7173
5131,"Comedies","We're No Animals",2015,"3448",4592609,7471
1531,"Documentaries","Being AP",2015,"9479",13888659,9505
7277,"Movies","Louis C.K.: Live at the Comedy Store",2015,"3146",10129664,7578
8612,"Documentaries","Mission Blue",2014,"2620",13916405,9947
2360,"Dramas","Uyare",2019,"5944",10873531,3368
4161,"Comedies","The Outcasts",2017,"5094",4891485,2622
4518,"Stand-Up Comedy","Demetri Martin: Live (At the Time)",2015,"7887",14764643,6159
3953,"Comedies","90 ML",2019,"9352",3616807,6074
3639,"Documentaries","Calum von Moger: Unbroken",2019,"3280",887268,2581
5819,"Comedies","Hot Property",2016,"7718",4271358,2618
2698,"Horror Movies","13 Cameras",2015,"2926",12651678,7394
7610,"Dramas","Chocolate City: Vegas Strip",2017,"4502",17607676,2174
1931,"Dramas","Los Herederos",2015,"3584",11499072,9466
8551,"Comedies","Naked",2017,"9360",12176739,2798
2837,"Stand-Up Comedy","Jim Gaffigan: Beyond the Pale",2005,"1512",13122415,9728
3442,"Stand-Up Comedy","Jim Gaffigan: King Baby",2009,"5080",14046357,5907
8038,"Stand-Up Comedy","Jim Gaffigan: Mr. Universe",2012,"7887",8629300,5985
3824,"Stand-Up Comedy","Jim Gaffigan: Obsessed",2014,"7704",12022392,4382
7639,"Dramas","Beyond the Clouds",2018,"8905",12155007,7729
8389,"Dramas","The Guernsey Literary and Potato Peel Pie Society",2018,"8617",13755530,4070
5447,"Comedies","The Package",2018,"8989",3899664,4681
9910,"Documentaries","Zion",2018,"3224",13155011,8196
9690,"Horror Movies","Demonic",2015,"5814",9435840,5795
5844,"Documentaries","SHOT! The Psycho-Spiritual Mantra of Rock",2016,"2729",3287292,9385
7044,"Action & Adventure","The Saint",2017,"9041",13252128,3344
7787,"Comedies","3 Idiots",2009,"2912",9539665,6562
6225,"Comedies","Are We Done Yet?",2018,"2713",3386700,4558
9050,"Action & Adventure","Boyka: Undisputed",2016,"5324",18743499,4961
4810,"Action & Adventure","Clash of the Titans",2010,"3050",1453047,4214
6772,"Horror Movies","Darna Mana Hai",2003,"3502",3135877,4395
1759,"Dramas","Ek Hasina Thi",2004,"8616",15556239,4436
5907,"Comedies","Ferrari Ki Sawaari",2012,"4108",11639197,9731
3087,"Classic Movies","Four Weddings and a Funeral",1994,"8617",1012190,9567
8601,"Dramas","Horns",2013,"8938",14262674,7371
3111,"Dramas","Jackie Brown",1997,"8628",8065263,4094
6417,"Action & Adventure","Jupiter Ascending",2015,"3065",5586219,3358
6583,"Action & Adventure","Last Knights",2015,"4859",11021326,4343
4238,"Dramas","Manu",2018,"4915",11258508,4513
4014,"Action & Adventure","MI-5",2015,"2841",3430810,7797
6346,"Thrillers","Panic Room",2002,"7830",19272411,7682
1578,"Action & Adventure","Rocky",1976,"9446",12031647,2653
7517,"Dramas","Rocky II",1979,"9380",15486494,6531
2105,"Dramas","Rocky III",1982,"9380",6202918,2508
4165,"Dramas","Rocky IV",1985,"9380",15264522,9636
8465,"Dramas","Rocky V",1990,"9446",16803570,4718
5167,"Comedies","Rumor Has It",2005,"1560",1561061,8661
2908,"Thrillers","Running Out Of Time",2018,"9695",8250058,7734
5211,"Comedies","Something's Gotta Give",2003,"4420",11843959,9767
9814,"Action & Adventure","Space Cowboys",2000,"5030",11360727,8888
3791,"Comedies","To Wong Foo, Thanks for Everything! Julie Newmar",1995,"6112",19280977,9240
1859,"Dramas","Wazir",2016,"4703",9323500,6675
8973,"Sci-Fi & Fantasy","White Chamber",2018,"5761",14377759,5257
2232,"Comedies","Bean: The Ultimate Disaster Movie",1997,"8698",18396256,3931
7640,"Documentaries","Being Napoleon",2018,"5836",15814856,2506
5396,"Action & Adventure","Casino Tycoon",1992,"2419",12817177,4820
3913,"Horror Movies","Chernobyl Diaries",2012,"7369",1970742,5618
8490,"Action & Adventure","Doubles Cause Troubles",1989,"2419",17128740,5110
2214,"Dramas","Flock of Four",2018,"1473",15628081,6134
8194,"Action & Adventure","Hero",1997,"1079",4497272,6267
1872,"Dramas","History of Joy",2017,"4547",4053018,3062
6354,"Action & Adventure","Initial D",2005,"7476",5133424,7804
6401,"Dramas","Invisible",2017,"5411",17514065,8280
6042,"Dramas","Kaaliyan",2017,"7675",8577037,4113
6760,"Children & Family Movies","Kung Fu Magoo",2010,"2606",8654001,4618
4624,"Dramas","Kuppivala",2017,"9869",4091491,7043
3178,"Comedies","Lechmi",2017,"3338",5849398,7407
7784,"Action & Adventure","Little Dragon Maiden",1983,"9452",15189645,5088
8926,"Comedies","Love In A Puff",2010,"3231",18652626,4075
